datetime_utc,demand_mw,total_generation_mw,wind_generation_mw,solar_generation_mw,thermal_generation_mw,spinning_reserve_mw,frequency_hz,ace_mw,lmp_usd_per_mwh,net_interchange_mw,renewable_penetration_pct,wind_speed_hub_mph,wind_speed_sfc_mph,solar_irradiance_wm2,cloud_cover_pct,humidity_pct,high_wind_alert,loss_pct,reserve_margin_pct,grid_condition
2026-03-18 12:00:00,27749.7,28744.7,22.2,0.0,28722.5,1954.1,59.9972,-3.4,92.5,-1140.7,0.08,10.72,5.25,0.0,14.3,25.2,False,3.59,7.04,LOW_RENEWABLES
2026-03-18 13:00:00,25853.7,26752.7,19.7,0.0,26733.0,1788.5,59.9915,-53.8,94.08,-1156.1,0.08,10.57,5.18,0.0,13.3,25.5,False,3.48,6.92,LOW_RENEWABLES
2026-03-18 14:00:00,23966.6,24774.2,15.0,902.8,23856.4,1469.2,59.9917,-61.5,81.05,-1078.8,3.83,10.26,5.03,91.4,12.6,25.1,False,3.37,6.13,LOW_RENEWABLES
2026-03-18 15:00:00,22497.8,23236.9,6.0,2823.5,20407.5,2735.8,60.0083,8.3,43.29,-403.6,12.58,9.4,4.61,285.4,10.3,21.3,False,3.29,12.16,NORMAL
2026-03-18 16:00:00,21350.1,22037.5,6.2,4560.0,17471.3,2025.8,59.9899,-105.4,55.64,-968.5,21.39,9.43,4.62,459.8,9.3,16.6,False,3.22,9.49,NORMAL
2026-03-18 17:00:00,19096.8,19687.2,15.9,5962.4,13708.8,2053.9,59.9939,-71.5,36.86,-132.8,31.31,10.33,5.06,600.5,9.4,14.3,False,3.09,10.76,NORMAL
2026-03-18 18:00:00,16661.9,17153.8,36.7,6993.7,10123.4,1685.9,60.0105,141.7,32.02,87.5,42.19,11.39,5.59,703.8,7.6,12.6,False,2.95,10.12,NORMAL
2026-03-18 19:00:00,14906.8,15331.9,72.3,7546.1,7713.6,1745.1,59.9973,28.6,26.76,1057.9,51.11,12.51,6.13,758.9,5.6,11.3,False,2.85,11.71,HIGH_RENEWABLES
2026-03-18 20:00:00,13452.5,13825.0,137.9,7557.4,6129.7,1596.3,59.9917,-58.8,25.19,597.7,57.2,13.83,6.78,759.7,4.2,10.4,False,2.77,11.87,HIGH_RENEWABLES
2026-03-18 21:00:00,12695.9,13041.9,254.0,7015.2,5772.7,1121.9,60.0061,17.7,29.32,988.0,57.26,15.38,7.54,705.0,4.3,9.8,False,2.73,8.84,HIGH_RENEWABLES
2026-03-18 22:00:00,12069.1,12393.7,404.1,5984.0,6005.7,1458.9,60.0035,24.7,24.66,741.0,52.93,16.78,8.23,601.3,4.4,9.5,False,2.69,12.09,HIGH_RENEWABLES
2026-03-18 23:00:00,12410.4,12746.6,494.9,4528.0,7723.7,1482.1,60.0078,60.5,26.3,-41.9,40.47,17.46,8.56,455.0,5.0,9.8,False,2.71,11.94,NORMAL
2026-03-19 00:00:00,11883.3,12201.7,428.4,2789.5,8983.8,705.0,60.002,-2.3,48.65,-274.9,27.08,16.97,8.32,280.5,6.2,11.0,False,2.68,5.93,EEA1_CONSERVATION_APPEAL
2026-03-19 01:00:00,12843.7,13194.8,150.2,832.0,12212.7,1589.3,60.0078,96.2,32.12,-121.4,7.65,14.03,6.88,83.8,5.9,15.1,False,2.73,12.37,NORMAL
2026-03-19 02:00:00,14167.9,14565.9,65.4,0.0,14500.6,1581.3,59.9907,-134.2,31.15,-1108.4,0.46,12.33,6.04,0.0,5.2,16.7,False,2.81,11.16,LOW_RENEWABLES
2026-03-19 03:00:00,15248.2,15686.1,38.6,0.0,15647.5,1749.1,59.991,-71.3,37.4,-863.5,0.25,11.47,5.62,0.0,4.4,17.8,False,2.87,11.47,LOW_RENEWABLES
2026-03-19 04:00:00,16329.3,16808.2,28.4,0.0,16779.8,1819.1,60.0055,12.5,37.59,-1248.0,0.17,11.04,5.41,0.0,3.4,18.7,False,2.93,11.14,LOW_RENEWABLES
2026-03-19 05:00:00,18111.1,18660.7,22.4,0.0,18638.3,1923.7,60.0037,23.7,38.13,-1192.1,0.12,10.73,5.26,0.0,3.2,19.4,False,3.03,10.62,LOW_RENEWABLES
2026-03-19 06:00:00,20960.4,21630.6,17.3,0.0,21613.3,2094.7,59.9883,-63.3,54.11,-1270.3,0.08,10.42,5.11,0.0,3.2,20.1,False,3.2,9.99,LOW_RENEWABLES
2026-03-19 07:00:00,23084.9,23851.1,16.0,0.0,23835.1,2071.9,59.9996,18.3,59.46,-1655.9,0.07,10.34,5.07,0.0,4.0,20.7,False,3.32,8.98,LOW_RENEWABLES
2026-03-19 08:00:00,25616.8,26504.1,15.4,0.0,26488.8,2282.4,59.9903,-43.6,67.04,-1870.1,0.06,10.29,5.04,0.0,4.5,21.2,False,3.46,8.91,LOW_RENEWABLES
2026-03-19 09:00:00,26891.9,27842.9,14.9,0.0,27828.1,1786.6,60.0016,-19.3,89.67,-1510.3,0.06,10.25,5.03,0.0,4.9,21.8,False,3.54,6.64,LOW_RENEWABLES
2026-03-19 10:00:00,27371.5,28347.0,13.9,0.0,28333.1,3167.7,60.0071,71.8,50.54,-1935.2,0.05,10.18,4.99,0.0,6.7,22.3,False,3.56,11.57,LOW_RENEWABLES
2026-03-19 11:00:00,27690.5,28682.4,12.3,0.0,28670.2,2893.4,59.9997,63.8,50.64,-1942.7,0.04,10.05,4.93,0.0,8.3,22.8,False,3.58,10.45,LOW_RENEWABLES
2026-03-19 12:00:00,26917.5,27869.8,10.6,0.0,27859.2,2802.6,59.9942,-69.6,54.02,-1941.6,0.04,9.9,4.86,0.0,9.1,23.4,False,3.54,10.41,LOW_RENEWABLES
2026-03-19 13:00:00,26668.9,27608.7,9.3,0.0,27599.4,2127.8,59.991,-73.9,87.07,-1625.5,0.03,9.78,4.8,0.0,9.2,23.8,False,3.52,7.98,LOW_RENEWABLES
2026-03-19 14:00:00,24298.4,25121.7,6.6,950.0,24165.1,1559.3,59.9927,-28.5,81.8,-936.3,3.94,9.48,4.65,96.2,9.7,23.9,False,3.39,6.42,LOW_RENEWABLES
2026-03-19 15:00:00,23434.5,24217.0,1.8,2875.5,21339.7,2225.5,60.0049,-1.4,59.87,-303.3,12.28,8.62,4.22,290.5,9.0,20.1,False,3.34,9.5,NORMAL
2026-03-19 16:00:00,21091.6,21767.6,1.9,4624.6,17141.1,2382.1,59.9957,-46.1,38.7,-594.3,21.94,8.65,4.24,466.1,7.6,15.8,False,3.21,11.29,NORMAL
2026-03-19 17:00:00,18895.8,19477.8,6.1,6063.5,13408.2,2063.6,60.0064,72.4,36.19,832.8,32.12,9.41,4.61,610.6,6.1,13.9,False,3.08,10.92,NORMAL
2026-03-19 18:00:00,16263.2,16739.7,15.0,7101.5,9623.1,1432.4,60.0011,23.4,36.76,95.9,43.76,10.26,5.03,714.6,4.0,12.3,False,2.93,8.81,NORMAL
2026-03-19 19:00:00,14970.6,15398.1,36.5,7633.7,7727.9,1711.4,59.9981,26.3,26.95,1015.1,51.24,11.39,5.58,767.6,2.8,11.1,False,2.86,11.43,HIGH_RENEWABLES
2026-03-19 20:00:00,13580.3,13957.3,77.3,7620.0,6260.0,2133.6,59.9868,-92.7,26.96,472.0,56.68,12.63,6.19,765.9,2.7,10.2,False,2.78,15.71,HIGH_RENEWABLES
2026-03-19 21:00:00,12769.9,13118.5,142.3,7070.7,5905.5,965.3,60.0114,75.2,42.3,371.6,56.48,13.91,6.82,710.5,3.2,9.6,False,2.73,7.56,HIGH_RENEWABLES
2026-03-19 22:00:00,12313.5,12646.4,223.4,6039.5,6383.4,946.3,59.978,-205.5,43.87,253.1,50.86,15.03,7.37,606.8,3.1,9.3,False,2.7,7.69,HIGH_RENEWABLES
2026-03-19 23:00:00,11876.7,12194.9,273.4,4592.1,7329.4,1217.4,60.0054,53.4,25.63,242.1,40.97,15.59,7.64,461.4,2.4,9.3,False,2.68,10.25,NORMAL
2026-03-20 00:00:00,12068.7,12393.3,235.9,2853.3,9304.0,1321.3,60.0008,69.1,26.04,96.7,25.6,15.17,7.44,286.8,2.2,10.4,False,2.69,10.95,NORMAL
2026-03-20 01:00:00,12917.0,13270.6,78.4,876.1,12316.2,1077.9,59.9946,-14.5,39.05,-349.7,7.39,12.66,6.21,88.2,2.4,14.2,False,2.74,8.34,NORMAL
2026-03-20 02:00:00,13377.7,13747.5,31.9,0.0,13715.7,1343.2,60.0112,93.8,32.35,-1126.7,0.24,11.19,5.49,0.0,2.4,15.7,False,2.76,10.04,LOW_RENEWABLES
2026-03-20 03:00:00,14791.4,15212.2,19.1,0.0,15193.1,1858.4,60.0008,-3.1,34.08,-1230.0,0.13,10.54,5.17,0.0,2.3,16.8,False,2.85,12.56,LOW_RENEWABLES
2026-03-20 04:00:00,16706.8,17200.5,17.1,0.0,17183.4,1491.3,60.0057,4.6,50.44,-1319.8,0.1,10.41,5.1,0.0,2.3,17.5,False,2.95,8.93,LOW_RENEWABLES
2026-03-20 05:00:00,19023.8,19611.0,17.6,0.0,19593.5,2011.5,60.0064,23.7,42.48,-1176.9,0.09,10.44,5.12,0.0,1.5,18.1,False,3.09,10.57,LOW_RENEWABLES
2026-03-20 06:00:00,20442.1,21089.7,18.4,0.0,21071.3,1641.3,60.0216,223.0,51.35,-1296.4,0.09,10.49,5.14,0.0,1.4,18.6,False,3.17,8.03,LOW_RENEWABLES
2026-03-20 07:00:00,23839.4,24641.0,20.9,0.0,24620.1,1394.4,60.0108,93.9,82.6,-1758.8,0.09,10.64,5.22,0.0,1.2,19.0,False,3.36,5.85,EEA1_CONSERVATION_APPEAL|LOW_RENEWABLES
2026-03-20 08:00:00,24325.3,25149.9,22.8,0.0,25127.1,2235.0,60.0039,48.9,62.16,-1360.6,0.09,10.75,5.27,0.0,1.1,19.5,False,3.39,9.19,LOW_RENEWABLES
2026-03-20 09:00:00,27424.8,28403.1,23.5,0.0,28379.6,2101.0,59.9998,-64.0,97.29,-848.9,0.09,10.79,5.29,0.0,0.4,20.0,False,3.57,7.66,LOW_RENEWABLES
2026-03-20 10:00:00,28302.6,29326.4,24.1,0.0,29302.3,3215.0,60.0044,10.0,53.22,-1870.0,0.09,10.82,5.3,0.0,0.4,20.4,False,3.62,11.36,LOW_RENEWABLES
2026-03-20 11:00:00,27199.1,28165.9,25.4,0.0,28140.4,2738.0,59.9948,-57.0,50.68,-1778.6,0.09,10.89,5.34,0.0,0.6,20.8,False,3.55,10.07,LOW_RENEWABLES
2026-03-20 12:00:00,26737.2,27680.5,26.7,0.0,27653.8,2043.9,60.0063,57.4,91.8,-1403.0,0.1,10.95,5.37,0.0,1.3,21.2,False,3.53,7.64,LOW_RENEWABLES
2026-03-20 13:00:00,26983.0,27938.8,29.6,0.0,27909.2,2401.5,60.0053,9.5,66.75,-1808.6,0.11,11.09,5.44,0.0,2.1,21.7,False,3.54,8.9,LOW_RENEWABLES
2026-03-20 14:00:00,24811.9,25659.9,27.0,1004.2,24628.7,1942.7,59.9939,-78.5,79.17,-1048.3,4.16,10.97,5.38,101.5,3.9,21.8,False,3.42,7.83,LOW_RENEWABLES
2026-03-20 15:00:00,22552.1,23293.8,17.0,2943.4,20333.4,2432.7,60.0053,6.7,42.09,-1012.5,13.13,10.4,5.1,297.0,5.9,18.1,False,3.29,10.79,NORMAL
2026-03-20 16:00:00,21601.3,22300.0,53.9,4651.4,17594.7,1999.5,59.9871,-63.1,54.46,286.2,21.78,12.0,5.88,468.5,8.5,14.2,False,3.23,9.26,NORMAL
2026-03-20 17:00:00,18241.3,18796.2,240.2,6010.6,12545.4,1728.8,60.0006,-8.0,42.69,276.4,34.27,15.22,7.46,604.8,10.9,12.3,False,3.04,9.48,NORMAL
2026-03-20 18:00:00,16462.0,16946.1,747.1,6928.6,9270.4,1760.7,59.9874,-110.8,29.61,330.4,46.63,19.0,9.32,696.6,13.2,10.8,False,2.94,10.7,NORMAL
2026-03-20 19:00:00,14832.9,15255.3,1697.1,7347.4,6210.8,1841.2,59.996,-93.1,25.45,712.9,60.98,22.78,11.17,738.4,15.6,9.8,False,2.85,12.41,HIGH_RENEWABLES
2026-03-20 20:00:00,12920.6,13274.4,3148.6,7174.8,2951.1,993.0,59.9954,-92.6,34.24,1109.6,79.9,26.39,12.94,720.8,19.9,9.1,False,2.74,7.69,RECORD_RENEWABLES
2026-03-20 21:00:00,12767.0,13115.4,4000.0,6544.1,2571.4,1411.8,59.9912,-88.9,21.06,1823.3,82.59,29.67,14.54,657.3,23.2,8.7,False,2.73,11.06,RECORD_RENEWABLES
2026-03-20 22:00:00,11962.5,12283.6,4000.0,5492.9,2790.6,1435.6,60.0019,-27.4,21.05,736.8,79.36,32.07,15.72,551.7,26.1,8.6,False,2.68,12.0,RECORD_RENEWABLES
2026-03-20 23:00:00,12194.5,12523.4,4000.0,4118.4,4405.0,1051.1,60.0068,14.2,28.51,658.2,66.57,33.05,16.2,413.7,28.3,8.8,False,2.7,8.62,HIGH_RENEWABLES
2026-03-21 00:00:00,12399.0,12734.8,4000.0,2542.1,6192.7,1207.1,60.0051,48.8,29.9,367.9,52.76,31.46,15.42,255.5,29.9,10.0,False,2.71,9.74,HIGH_RENEWABLES
2026-03-21 01:00:00,12743.0,13090.6,2824.4,783.1,9483.1,1523.4,60.0114,40.1,26.6,-48.6,28.31,25.7,12.6,78.8,33.5,12.5,False,2.73,11.95,NORMAL
2026-03-21 02:00:00,13617.8,13996.1,1075.2,0.0,12921.0,1146.0,60.0192,193.2,42.49,-696.9,7.9,20.55,10.07,0.0,37.7,14.6,False,2.78,8.42,NORMAL
2026-03-21 03:00:00,14822.7,15244.7,650.5,0.0,14594.2,1625.5,60.0128,134.7,36.76,-1281.2,4.39,18.46,9.05,0.0,40.4,16.2,False,2.85,10.97,LOW_RENEWABLES
2026-03-21 04:00:00,16099.7,16569.9,482.5,0.0,16087.3,1353.2,60.0083,57.0,49.02,-1009.4,3.0,17.38,8.52,0.0,42.7,17.7,False,2.92,8.41,LOW_RENEWABLES
2026-03-21 05:00:00,17929.3,18471.6,396.8,0.0,18074.8,2137.7,60.0002,12.6,35.18,-1031.2,2.21,16.72,8.2,0.0,43.7,19.2,False,3.02,11.92,LOW_RENEWABLES
2026-03-21 06:00:00,20671.2,21328.8,319.8,0.0,21009.0,2273.4,60.0055,52.5,43.09,-1396.1,1.55,16.05,7.87,0.0,46.2,20.8,False,3.18,11.0,LOW_RENEWABLES
2026-03-21 07:00:00,22459.9,23197.3,248.8,0.0,22948.5,1734.4,60.0081,38.8,76.02,-1057.5,1.11,15.32,7.51,0.0,50.3,22.4,False,3.28,7.72,LOW_RENEWABLES
2026-03-21 08:00:00,24059.3,24871.3,209.5,0.0,24661.8,2760.5,60.0057,56.7,44.44,-1079.9,0.87,14.86,7.28,0.0,53.1,23.7,False,3.37,11.47,LOW_RENEWABLES
2026-03-21 09:00:00,25737.3,26630.6,193.3,0.0,26437.3,2565.0,59.9809,-140.1,60.89,-1533.0,0.75,14.65,7.18,0.0,53.2,25.2,False,3.47,9.97,LOW_RENEWABLES
2026-03-21 10:00:00,26356.1,27280.1,191.3,0.0,27088.8,2861.6,59.9902,-108.5,50.47,-1462.4,0.73,14.62,7.17,0.0,54.0,26.7,False,3.51,10.86,LOW_RENEWABLES
2026-03-21 11:00:00,26818.8,27766.2,194.0,0.0,27572.2,2001.5,60.0049,70.1,93.07,-2326.7,0.72,14.66,7.19,0.0,55.4,28.4,False,3.53,7.46,LOW_RENEWABLES
2026-03-21 12:00:00,26702.1,27643.6,171.7,0.0,27471.8,2600.0,59.9923,-103.1,63.65,-1715.2,0.64,14.35,7.04,0.0,56.9,30.1,False,3.53,9.74,LOW_RENEWABLES
2026-03-21 13:00:00,24377.0,25204.1,141.1,0.0,25063.0,2420.0,60.0052,31.2,59.86,-1082.7,0.58,13.89,6.81,0.0,58.1,31.7,False,3.39,9.93,LOW_RENEWABLES
2026-03-21 14:00:00,24394.8,25222.7,115.5,674.8,24432.4,2408.1,60.0022,-22.1,60.87,-1453.8,3.24,13.44,6.59,68.6,60.4,32.6,False,3.39,9.87,LOW_RENEWABLES
2026-03-21 15:00:00,22503.7,23243.2,110.4,1789.7,21343.1,2227.0,59.9958,-69.2,56.75,-1228.2,8.44,13.35,6.54,181.6,66.1,28.5,False,3.29,9.9,NORMAL
2026-03-21 16:00:00,19823.9,20444.9,167.3,2554.4,17723.3,2177.9,60.0051,18.8,40.51,152.1,13.73,14.29,7.0,258.7,72.4,24.9,False,3.13,10.99,NORMAL
2026-03-21 17:00:00,18604.2,19174.0,260.2,2983.8,15930.0,1555.9,59.9985,4.8,44.04,169.2,17.44,15.45,7.57,301.8,78.1,22.4,False,3.06,8.36,NORMAL
2026-03-21 18:00:00,15604.4,16055.6,388.8,3313.3,12353.5,1739.6,60.0159,134.9,31.77,-32.2,23.72,16.66,8.16,334.7,80.3,20.3,False,2.89,11.15,NORMAL
2026-03-21 19:00:00,14878.7,15302.7,565.2,3487.5,11250.1,1419.7,59.9998,-61.4,37.42,316.4,27.24,17.94,8.79,352.0,81.1,18.6,False,2.85,9.54,NORMAL
2026-03-21 20:00:00,13562.8,13939.1,837.5,3520.2,9581.4,1179.8,60.0053,73.6,36.66,-721.3,32.13,19.47,9.54,355.1,80.6,17.4,False,2.78,8.7,NORMAL
2026-03-21 21:00:00,12605.7,12948.6,1200.1,3404.1,8344.4,968.6,60.0042,-11.6,47.42,-111.1,36.52,21.06,10.32,343.3,78.7,16.8,False,2.72,7.68,NORMAL
2026-03-21 22:00:00,12174.6,12502.8,1484.8,3036.5,7981.5,857.8,59.9909,-74.7,46.87,9.3,37.14,22.09,10.83,306.2,76.7,16.7,False,2.7,7.05,NORMAL
2026-03-21 23:00:00,12139.9,12466.9,1604.7,2338.8,8523.5,1063.5,60.0018,44.0,33.24,-22.3,32.48,22.49,11.02,235.9,76.1,17.1,False,2.69,8.76,NORMAL
2026-03-22 00:00:00,11730.4,12043.7,1420.7,1491.8,9131.2,1289.9,60.0067,58.0,25.08,-292.8,24.83,21.87,10.72,150.6,75.3,18.3,False,2.67,11.0,NORMAL
2026-03-22 01:00:00,12938.1,13292.5,667.3,497.7,12127.5,1216.8,60.0099,77.8,35.49,-1435.8,9.0,18.56,9.1,50.3,73.8,21.7,False,2.74,9.4,NORMAL
2026-03-22 02:00:00,13440.7,13812.8,339.2,0.0,13473.6,1269.3,60.0079,51.4,41.27,-603.5,2.52,16.23,7.95,0.0,73.2,24.6,False,2.77,9.44,LOW_RENEWABLES
2026-03-22 03:00:00,15074.4,15505.8,274.5,0.0,15231.2,1492.5,59.9936,-35.3,43.41,-659.3,1.82,15.6,7.65,0.0,71.5,26.6,False,2.86,9.9,LOW_RENEWABLES
2026-03-22 04:00:00,16538.6,17025.7,253.3,0.0,16772.4,1224.4,59.9957,-55.7,62.68,-381.0,1.53,15.37,7.53,0.0,69.1,28.4,False,2.95,7.4,LOW_RENEWABLES
2026-03-22 05:00:00,17996.0,18541.0,238.5,0.0,18302.5,1438.1,60.0034,54.6,72.8,-1308.0,1.33,15.2,7.45,0.0,67.0,30.0,False,3.03,7.99,LOW_RENEWABLES
2026-03-22 06:00:00,20106.3,20739.5,226.7,0.0,20512.8,1840.5,59.9941,-14.5,50.6,-1465.6,1.13,15.07,7.39,0.0,65.0,31.7,False,3.15,9.15,LOW_RENEWABLES
2026-03-22 07:00:00,22125.3,22847.5,192.1,0.0,22655.4,2130.0,59.997,-2.1,60.27,-2227.1,0.87,14.63,7.17,0.0,63.2,33.5,False,3.26,9.63,LOW_RENEWABLES
2026-03-22 08:00:00,24730.3,25574.4,170.0,0.0,25404.4,2599.7,59.9999,21.8,50.46,-1552.6,0.69,14.33,7.02,0.0,61.2,35.2,False,3.41,10.51,LOW_RENEWABLES
2026-03-22 09:00:00,24852.0,25702.0,146.2,0.0,25555.8,2343.3,60.0037,20.9,54.95,-1146.5,0.59,13.97,6.85,0.0,57.9,36.7,False,3.42,9.43,LOW_RENEWABLES
2026-03-22 10:00:00,26157.1,27071.2,120.8,0.0,26950.4,2691.5,59.9937,-97.5,48.76,-1759.4,0.46,13.54,6.64,0.0,56.6,38.1,False,3.49,10.29,LOW_RENEWABLES
2026-03-22 11:00:00,25874.5,26774.5,102.8,0.0,26671.7,2456.4,60.0048,91.8,61.4,-781.7,0.4,13.2,6.47,0.0,56.7,39.4,False,3.48,9.49,LOW_RENEWABLES
2026-03-22 12:00:00,26453.7,27382.7,82.2,0.0,27300.5,3060.5,60.0021,10.5,41.82,-1660.6,0.31,12.75,6.25,0.0,57.5,40.6,False,3.51,11.57,LOW_RENEWABLES
2026-03-22 13:00:00,25114.9,25977.7,68.7,0.0,25908.9,2217.7,59.9952,-12.8,56.97,-1441.7,0.27,12.42,6.09,0.0,57.2,41.7,False,3.44,8.83,LOW_RENEWABLES
2026-03-22 14:00:00,23719.9,24515.8,72.6,761.3,23682.0,2390.8,60.0049,29.8,46.6,-1733.5,3.52,12.52,6.14,77.7,53.2,40.3,False,3.36,10.08,LOW_RENEWABLES
2026-03-22 15:00:00,22791.6,23544.3,108.3,2260.0,21176.1,2308.1,59.9994,13.0,46.75,-793.3,10.39,13.31,6.52,229.9,48.4,34.3,False,3.3,10.13,NORMAL
2026-03-22 16:00:00,19806.7,20427.0,186.6,3679.5,16560.8,2476.3,60.0014,45.9,38.99,-1107.9,19.52,14.56,7.14,373.4,45.5,29.4,False,3.13,12.5,NORMAL
2026-03-22 17:00:00,18094.6,18643.6,352.2,4844.5,13446.9,1694.5,60.0045,21.1,44.74,196.5,28.72,16.34,8.01,490.8,44.1,25.7,False,3.03,9.36,NORMAL
2026-03-22 18:00:00,16178.7,16651.9,697.5,5593.0,10361.4,1756.2,59.9998,15.7,30.2,540.9,38.88,18.73,9.18,565.7,44.9,22.5,False,2.92,10.86,NORMAL
2026-03-22 19:00:00,14657.4,15073.3,1273.7,6007.3,7792.3,1402.7,60.0027,36.9,38.22,1052.5,49.67,21.34,10.46,606.8,44.7,20.0,False,2.84,9.57,NORMAL
2026-03-22 20:00:00,14303.2,14706.2,2109.9,5989.9,6606.5,1590.5,59.9912,-21.8,28.6,404.8,56.63,23.97,11.75,604.5,44.8,18.1,False,2.82,11.12,HIGH_RENEWABLES
2026-03-22 21:00:00,12244.0,12574.6,3224.6,5506.1,3843.9,846.7,59.9906,-122.7,38.39,1067.7,71.31,26.54,13.01,555.3,46.0,16.9,False,2.7,6.92,RECORD_RENEWABLES
2026-03-22 22:00:00,12326.7,12660.0,4000.0,4513.1,4147.0,665.8,59.9868,-156.1,36.17,1160.4,69.06,28.76,14.1,455.0,50.2,16.2,False,2.7,5.4,EEA1_CONSERVATION_APPEAL|HIGH_RENEWABLES
2026-03-22 23:00:00,12582.6,12924.7,4000.0,3266.7,5657.9,1303.8,60.0117,116.7,21.46,853.2,57.75,30.32,14.86,329.4,54.9,16.3,False,2.72,10.36,HIGH_RENEWABLES
2026-03-23 00:00:00,12447.6,12785.1,4000.0,2045.1,6740.0,1128.3,59.9938,-16.6,34.62,159.3,48.56,30.1,14.75,206.3,55.4,17.5,False,2.71,9.06,NORMAL
2026-03-23 03:00:00,15029.7,15459.4,860.8,0.0,14598.6,1114.8,60.0317,280.8,60.23,-1566.8,5.73,19.58,9.6,0.0,56.8,25.3,False,2.86,7.42,NORMAL
2026-03-23 06:00:00,20357.0,21001.0,439.1,0.0,20561.8,1866.0,59.9901,-79.4,53.55,-1012.2,2.16,17.06,8.36,0.0,53.5,28.9,False,3.16,9.17,LOW_RENEWABLES
2026-03-23 09:00:00,27294.2,28265.8,329.6,0.0,27936.2,1499.1,60.0021,34.6,81.7,-1625.1,1.21,16.14,7.91,0.0,50.4,31.9,False,3.56,5.49,EEA1_CONSERVATION_APPEAL|LOW_RENEWABLES
2026-03-23 12:00:00,28157.6,29173.9,217.2,0.0,28956.7,3044.1,60.0091,21.7,49.12,-1844.4,0.77,14.95,7.33,0.0,46.7,34.1,False,3.61,10.81,LOW_RENEWABLES
2026-03-23 15:00:00,22311.5,23042.2,237.4,2384.5,20420.3,2063.9,59.9871,-108.1,53.32,-546.9,11.75,15.19,7.45,241.8,44.7,27.4,False,3.27,9.25,NORMAL
2026-03-23 18:00:00,16597.9,17087.2,2016.1,5569.2,9501.9,1560.2,59.9876,-146.1,39.01,505.5,45.7,23.71,11.62,562.1,46.0,18.3,False,2.95,9.4,NORMAL
2026-03-23 21:00:00,12436.3,12773.4,4000.0,5717.0,3056.4,1431.2,59.9784,-233.3,20.88,735.5,78.13,29.42,14.42,576.2,42.7,15.7,False,2.71,11.51,RECORD_RENEWABLES
2026-03-24 00:00:00,11487.8,11793.0,4000.0,2337.2,5455.8,1124.6,60.02,188.3,28.6,-97.8,55.16,30.51,14.95,235.7,44.2,17.2,False,2.66,9.79,HIGH_RENEWABLES
